GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	P01100	FOS	involved_in	GO:0030182	neuron differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0032496	response to lipopolysaccharide	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0032570	response to progesterone	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0032868	response to insulin	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0032870	cellular response to hormone stimulus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0034097	response to cytokine	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0034224	cellular response to zinc ion starvation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0034614	cellular response to reactive oxygen species	ECO:0000314	IDA	PMID:17217916		9606	BHF-UCL		P
UniProtKB	P01100	FOS	involved_in	GO:0035902	response to immobilization stress	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0045471	response to ethanol	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0045893	positive regulation of DNA-templated transcription	ECO:0000314	IDA	PMID:9732876		9606	BHF-UCL		P
UniProtKB	P01100	FOS	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:10508860		9606	CAFA		P
UniProtKB	P01100	FOS	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000316	IGI	PMID:10523647	UniProtKB:P35639	9606	ParkinsonsUK-UCL		P
UniProtKB	P01100	FOS	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:10704222		9606	CAFA		P
UniProtKB	P01100	FOS	involved_in	GO:0048545	response to steroid hormone	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0051412	response to corticosterone	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0051450	myoblast proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0051591	response to cAMP	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0060395	SMAD protein signal transduction	ECO:0000314	IDA	PMID:9732876		9606	BHF-UCL		P
UniProtKB	P01100	FOS	involved_in	GO:0071356	cellular response to tumor necrosis factor	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0071364	cellular response to epidermal growth factor stimulus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0071374	cellular response to parathyroid hormone stimulus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0071560	cellular response to transforming growth factor beta stimulus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0072375	medium-term memory	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:0140467	integrated stress response signaling	ECO:0005547	NAS	PMID:28566324		9606	ComplexPortal		P
UniProtKB	P01100	FOS	involved_in	GO:1902895	positive regulation of miRNA transcription	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P12841	9606	BHF-UCL		P
UniProtKB	P01100	FOS	involved_in	GO:1902895	positive regulation of miRNA transcription	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:1902895	positive regulation of miRNA transcription	ECO:0000314	IDA	PMID:30670568		9606	BHF-UCL	has_input(RNAcentral:URS00002E99CB_9606)	P
UniProtKB	P01100	FOS	involved_in	GO:1903131	mononuclear cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:1904321	response to forskolin	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:1904628	cellular response to phorbol 13-acetate 12-myristate	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	involved_in	GO:1990646	cellular response to prolactin	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		P
UniProtKB	P01100	FOS	is_active_in	GO:0005634	nucleus	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0001297|FB:FBgn0028550|MGI:MGI:102858|MGI:MGI:109384|MGI:MGI:1859147|MGI:MGI:1932093|MGI:MGI:95574|PANTHER:PTN001156258|RGD:1308198|RGD:2626|UniProtKB:P01100|UniProtKB:P15407|UniProtKB:P15408|UniProtKB:P18847|UniProtKB:P53539|UniProtKB:Q16520|UniProtKB:Q8N1L9|UniProtKB:Q8WYK2|UniProtKB:Q9NR55|WB:WBGene00001345|WB:WBGene00021082	9606	GO_Central		C
UniProtKB	P01100	FOS	located_in	GO:0000785	chromatin	ECO:0005556	ISA	GO_REF:0000113	tfclass:1.1.2	9606	NTNU_SB		C
UniProtKB	P01100	FOS	located_in	GO:0005634	nucleus	ECO:0000501	IEA	GO_REF:0000120	UniProtKB:P01101|ensembl:ENSMUSP00000021674|UniProtKB:P12841|ensembl:ENSRNOP00000010712|UniProtKB-KW:KW-0539|UniProtKB-SubCell:SL-0191	9606	UniProt		C
UniProtKB	P01100	FOS	located_in	GO:0005634	nucleus	ECO:0000314	IDA	PMID:12370307		9606	ComplexPortal		C
UniProtKB	P01100	FOS	located_in	GO:0005634	nucleus	ECO:0005547	NAS	PMID:20102225		9606	ComplexPortal		C
UniProtKB	P01100	FOS	located_in	GO:0005634	nucleus	ECO:0000314	IDA	PMID:22387553		9606	BHF-UCL	part_of(CL:0000795)	C
UniProtKB	P01100	FOS	located_in	GO:0005634	nucleus	ECO:0005547	NAS	PMID:23661758		9606	ComplexPortal		C
UniProtKB	P01100	FOS	located_in	GO:0005634	nucleus	ECO:0000314	IDA	PMID:24184327		9606	ParkinsonsUK-UCL		C
UniProtKB	P01100	FOS	located_in	GO:0005634	nucleus	ECO:0000304	TAS	PMID:9443941		9606	PINC		C
UniProtKB	P01100	FOS	located_in	GO:0005634	nucleus	ECO:0000314	IDA	PMID:9443941		9606	ComplexPortal		C
UniProtKB	P01100	FOS	located_in	GO:0005654	nucleoplasm	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	P01100	FOS	located_in	GO:0005654	nucleoplasm	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		C
UniProtKB	P01100	FOS	located_in	GO:0005654	nucleoplasm	ECO:0000304	TAS	Reactome:R-HSA-3222533		9606	Reactome		C
UniProtKB	P01100	FOS	located_in	GO:0005654	nucleoplasm	ECO:0000304	TAS	Reactome:R-HSA-3797196		9606	Reactome		C
UniProtKB	P01100	FOS	located_in	GO:0005654	nucleoplasm	ECO:0000304	TAS	Reactome:R-HSA-450292		9606	Reactome		C
UniProtKB	P01100	FOS	located_in	GO:0005654	nucleoplasm	ECO:0000304	TAS	Reactome:R-HSA-450325		9606	Reactome		C
UniProtKB	P01100	FOS	located_in	GO:0005654	nucleoplasm	ECO:0000304	TAS	Reactome:R-HSA-4568737		9606	Reactome		C
UniProtKB	P01100	FOS	located_in	GO:0005654	nucleoplasm	ECO:0000304	TAS	Reactome:R-HSA-6790036		9606	Reactome		C
UniProtKB	P01100	FOS	located_in	GO:0005654	nucleoplasm	ECO:0000304	TAS	Reactome:R-HSA-6806412		9606	Reactome		C
UniProtKB	P01100	FOS	located_in	GO:0005654	nucleoplasm	ECO:0000304	TAS	Reactome:R-HSA-9009371		9606	Reactome		C
UniProtKB	P01100	FOS	located_in	GO:0005654	nucleoplasm	ECO:0000304	TAS	Reactome:R-HSA-9625465		9606	Reactome		C
UniProtKB	P01100	FOS	located_in	GO:0005737	cytoplasm	ECO:0000501	IEA	GO_REF:0000120	UniProtKB:P01101|ensembl:ENSMUSP00000021674|UniProtKB-KW:KW-0963	9606	UniProt		C
UniProtKB	P01100	FOS	located_in	GO:0005783	endoplasmic reticulum	ECO:0000501	IEA	GO_REF:0000120	UniProtKB:P01101|ensembl:ENSMUSP00000021674|UniProtKB:P12841|ensembl:ENSRNOP00000010712|UniProtKB-KW:KW-0256|UniProtKB-SubCell:SL-0095	9606	UniProt		C
UniProtKB	P01100	FOS	located_in	GO:0005829	cytosol	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0091	9606	UniProt		C
UniProtKB	P01100	FOS	located_in	GO:0016363	nuclear matrix	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12841|ensembl:ENSRNOP00000010712	9606	Ensembl		C
UniProtKB	P01100	FOS	part_of	GO:0005667	transcription regulator complex	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P01101|ensembl:ENSMUSP00000021674	9606	Ensembl		C
UniProtKB	P01100	FOS	part_of	GO:0032993	protein-DNA complex	ECO:0000315	IMP	PMID:10704222		9606	CAFA		C
UniProtKB	P01100	FOS	part_of	GO:0035976	transcription factor AP-1 complex	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P01101|ensembl:ENSMUSP00000021674	9606	Ensembl		C
UniProtKB	P01100	FOS	part_of	GO:0035976	transcription factor AP-1 complex	ECO:0000314	IDA	PMID:10508860		9606	CAFA		C
UniProtKB	P01100	FOS	part_of	GO:0035976	transcription factor AP-1 complex	ECO:0000315	IMP	PMID:26514923		9606	CAFA		C
UniProtKB	P01100	FOS	part_of	GO:0035976	transcription factor AP-1 complex	ECO:0000353	IPI	PMID:7816143		9606	ComplexPortal		C
UniProtKB	P01100	FOS	part_of	GO:0035976	transcription factor AP-1 complex	ECO:0000353	IPI	PMID:9510247		9606	ComplexPortal		C
UniProtKB	P01100	FOS	part_of	GO:0090575	RNA polymerase II transcription regulator complex	ECO:0000353	IPI	PMID:20102225		9606	ComplexPortal		C
UniProtKB	P01100	FOS	part_of	GO:0090575	RNA polymerase II transcription regulator complex	ECO:0000353	IPI	PMID:23661758		9606	ComplexPortal		C
